"treatment","women_pool","cond","pool","female_pick","base_gender","tech_pick","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","gender","age","num_excluded_total"
1,0,"treat","men",1,1,0,"Richard Branson (Founder of Virgin Group)","Bill Gates (Co-founder of Microsoft)","Larry Page (Co-founder of Google)","Tim Cook (CEO of Apple)","Jensen Huang (CEO of NVIDIA)","Lisa Su (CEO of AMD)","Mary Barra (CEO of General Motors)","White / Caucasian","Man",36,52
0,1,"control","women",0,3,0,"Warren Buffett (CEO of Berkshire Hathaway)","Oprah Winfrey (Founder of OWN)","Phil Knight (Co-founder of Nike)","Tim Cook (CEO of Apple)","Christine Leahy (CEO of CDW)","Michele Buck (CEO of Hershey)","Larry Page (Co-founder of Google)","White / Caucasian","Man",44,52
0,0,"control","men",0,2,0,"Andy Jassy (CEO of Amazon)","Leah Busque (Founder of TaskRabbit)","Larry Page (Co-founder of Google)","Bill Gates (Co-founder of Microsoft)","Mary Barra (CEO of General Motors)","Satya Nadella (CEO of Microsoft)","Phil Knight (Co-founder of Nike)","White / Caucasian","Woman",31,52
1,0,"treat","men",0,2,0,"Warren Buffett (CEO of Berkshire Hathaway)","Mary Barra (CEO of General Motors)","Lloyd Blankfein (Former CEO of Goldman Sachs)","Jensen Huang (CEO of NVIDIA)","Jamie Dimon (CEO of JPMorgan Chase)","Lisa Su (CEO of AMD)","Jeff Bezos (Founder of Amazon)","White / Caucasian","Man",63,52
1,1,"treat","women",0,4,0,"Arianna Huffington (Founder of Thrive Global)","Carol Tomé (CEO of UPS)","Larry Page (Co-founder of Google)","Tim Cook (CEO of Apple)","Kate Johnson (CEO of Lumen Technologies)","Jane Fraser (CEO of Citigroup)","Phil Knight (Co-founder of Nike)","White / Caucasian","Woman",73,52
0,1,"control","women",1,2,0,"Sundar Pichai (CEO of Alphabet Inc.)","Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Larry Page (Co-founder of Google)","Linda Yaccarino (CEO of X)","Jane Fraser (CEO of Citigroup)","Kate Johnson (CEO of Lumen Technologies)","White / Caucasian","Man",30,52
0,0,"control","men",0,3,0,"Jeff Bezos (Founder of Amazon)","Mark Zuckerberg (Co-founder of Facebook)","Kendra Scott (Founder of Kendra Scott)","Mary Barra (CEO of General Motors)","Howard Schultz (Founder of Starbucks)","Whitney Wolfe Herd (Founder of Bumble)","Daymond John (Founder of FUBU)","White / Caucasian","Woman",34,52
1,0,"treat","men",1,2,0,"Satya Nadella (CEO of Microsoft)","Mary Barra (CEO of General Motors)","Jeff Bezos (Founder of Amazon)","Warren Buffett (CEO of Berkshire Hathaway)","Daymond John (Founder of FUBU)","Whitney Wolfe Herd (Founder of Bumble)","Lisa Su (CEO of AMD)","White / Caucasian","Man",32,52
0,0,"control","men",0,3,0,"Howard Schultz (Founder of Starbucks)","Jane Fraser (CEO of Citigroup)","Kendra Scott (Founder of Kendra Scott)","Tim Cook (CEO of Apple)","Whitney Wolfe Herd (Founder of Bumble)","Bill Gates (Co-founder of Microsoft)","Phil Knight (Co-founder of Nike)","Black or African American","Woman",30,52
0,1,"control","women",1,6,0,"Carol Tomé (CEO of UPS)","Jessica Alba (Founder of The Honest Company)","Julia Hartz (Co-founder of EventBrite)","Whitney Wolfe Herd (Founder of Bumble)","Melanie Perkins (Founder of Canva)","Arianna Huffington (Founder of Thrive Global)","Leah Busque (Founder of TaskRabbit)","White / Caucasian","Non-binary",24,52
1,1,"treat","women",1,5,0,"Warren Buffett (CEO of Berkshire Hathaway)","Arianna Huffington (Founder of Thrive Global)","Kendra Scott (Founder of Kendra Scott)","Jessica Alba (Founder of The Honest Company)","Melanie Perkins (Founder of Canva)","Sara Blakely (Founder of Spanx)","Carol Tomé (CEO of UPS)","White / Caucasian","Woman",54,52
0,0,"control","men",0,4,0,"Warren Buffett (CEO of Berkshire Hathaway)","Mary Barra (CEO of General Motors)","Jane Fraser (CEO of Citigroup)","Michael Bloomberg (Co-founder of Bloomberg LP)","Whitney Wolfe Herd (Founder of Bumble)","Leah Busque (Founder of TaskRabbit)","Richard Branson (Founder of Virgin Group)","White / Caucasian","Woman",49,52
1,1,"treat","women",1,3,0,"Arianna Huffington (Founder of Thrive Global)","Melanie Perkins (Founder of Canva)","Phil Knight (Co-founder of Nike)","Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","Jessica Alba (Founder of The Honest Company)","Carol Tomé (CEO of UPS)","White / Caucasian","Man",48,52
0,1,"control","women",1,3,0,"Tim Cook (CEO of Apple)","Lisa Su (CEO of AMD)","Larry Page (Co-founder of Google)","Kate Johnson (CEO of Lumen Technologies)","Linda Yaccarino (CEO of X)","Sundar Pichai (CEO of Alphabet Inc.)","Carol Tomé (CEO of UPS)","Black or African American","Man",19,52
1,0,"treat","men",0,1,0,"Tim Cook (CEO of Apple)","Leah Busque (Founder of TaskRabbit)","Larry Page (Co-founder of Google)","Phil Knight (Co-founder of Nike)","Jamie Dimon (CEO of JPMorgan Chase)","Bill Gates (Co-founder of Microsoft)","Andy Jassy (CEO of Amazon)","White / Caucasian","Woman",51,52
1,0,"treat","men",0,1,0,"Satya Nadella (CEO of Microsoft)","Warren Buffett (CEO of Berkshire Hathaway)","Sundar Pichai (CEO of Alphabet Inc.)","Lisa Su (CEO of AMD)","Jensen Huang (CEO of NVIDIA)","Andy Jassy (CEO of Amazon)","Jeff Bezos (Founder of Amazon)","Asian / Pacific Islander","Man",45,52
0,0,"control","men",0,2,0,"Warren Buffett (CEO of Berkshire Hathaway)","Jensen Huang (CEO of NVIDIA)","Larry Page (Co-founder of Google)","Whitney Wolfe Herd (Founder of Bumble)","Mary Barra (CEO of General Motors)","Daymond John (Founder of FUBU)","Lloyd Blankfein (Former CEO of Goldman Sachs)","White / Caucasian","Woman",38,52
1,1,"treat","women",1,6,0,"Arianna Huffington (Founder of Thrive Global)","Jane Fraser (CEO of Citigroup)","Melanie Perkins (Founder of Canva)","Sara Blakely (Founder of Spanx)","Julia Hartz (Co-founder of EventBrite)","Linda Yaccarino (CEO of X)","Whitney Wolfe Herd (Founder of Bumble)","White / Caucasian","Woman",79,52
0,1,"control","women",1,2,0,"Arianna Huffington (Founder of Thrive Global)","Larry Page (Co-founder of Google)","Melanie Perkins (Founder of Canva)","Sundar Pichai (CEO of Alphabet Inc.)","Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Carol Tomé (CEO of UPS)","White / Caucasian","Woman",43,52
0,0,"control","men",0,0,0,"Bill Gates (Co-founder of Microsoft)","Jeff Bezos (Founder of Amazon)","Mark Zuckerberg (Co-founder of Facebook)","Phil Knight (Co-founder of Nike)","Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Satya Nadella (CEO of Microsoft)","White / Caucasian","Man",28,52
1,0,"treat","men",0,1,0,"Warren Buffett (CEO of Berkshire Hathaway)","Jeff Bezos (Founder of Amazon)","Bill Gates (Co-founder of Microsoft)","Mary Barra (CEO of General Motors)","Andy Jassy (CEO of Amazon)","Satya Nadella (CEO of Microsoft)","Jamie Dimon (CEO of JPMorgan Chase)","White / Caucasian","Man",27,52
0,1,"control","women",1,2,0,"Sara Blakely (Founder of Spanx)","Tim Cook (CEO of Apple)","Whitney Wolfe Herd (Founder of Bumble)","Daymond John (Founder of FUBU)","Sundar Pichai (CEO of Alphabet Inc.)","Larry Page (Co-founder of Google)","Oprah Winfrey (Founder of OWN)","White / Caucasian","Woman",28,52
1,1,"treat","women",0,4,0,"Jessica Alba (Founder of The Honest Company)","Sara Blakely (Founder of Spanx)","Phil Knight (Co-founder of Nike)","Tim Cook (CEO of Apple)","Arianna Huffington (Founder of Thrive Global)","Julia Hartz (Co-founder of EventBrite)","Daymond John (Founder of FUBU)","White / Caucasian","Woman",31,52
1,1,"treat","women",1,4,0,"Michele Buck (CEO of Hershey)","Leah Busque (Founder of TaskRabbit)","Jane Fraser (CEO of Citigroup)","Phil Knight (Co-founder of Nike)","Whitney Wolfe Herd (Founder of Bumble)","Tim Cook (CEO of Apple)","Carol Tomé (CEO of UPS)","White / Caucasian","Woman",33,52
0,0,"control","men",0,0,0,"Bill Gates (Co-founder of Microsoft)","Jeff Bezos (Founder of Amazon)","Larry Page (Co-founder of Google)","Tim Cook (CEO of Apple)","Howard Schultz (Founder of Starbucks)","Warren Buffett (CEO of Berkshire Hathaway)","Satya Nadella (CEO of Microsoft)","White / Caucasian","Man",31,52
1,0,"treat","men",1,0,0,"Bill Gates (Co-founder of Microsoft)","Jensen Huang (CEO of NVIDIA)","Sundar Pichai (CEO of Alphabet Inc.)","Warren Buffett (CEO of Berkshire Hathaway)","Jeff Bezos (Founder of Amazon)","Larry Page (Co-founder of Google)","Kendra Scott (Founder of Kendra Scott)","White / Caucasian","Man",44,52
0,1,"control","women",1,4,0,"Oprah Winfrey (Founder of OWN)","Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Jessica Alba (Founder of The Honest Company)","Carol Tomé (CEO of UPS)","Mary Barra (CEO of General Motors)","Gail Boudreaux (CEO of Elevance Health)","White / Caucasian","Man",33,52
0,0,"control","men",0,1,0,"Tim Cook (CEO of Apple)","Michael Bloomberg (Co-founder of Bloomberg LP)","Jensen Huang (CEO of NVIDIA)","Mary Barra (CEO of General Motors)","Daymond John (Founder of FUBU)","Phil Knight (Co-founder of Nike)","Satya Nadella (CEO of Microsoft)","White / Caucasian","Man",53,52
1,0,"treat","men",1,1,0,"Bill Gates (Co-founder of Microsoft)","Jensen Huang (CEO of NVIDIA)","Daymond John (Founder of FUBU)","Phil Knight (Co-founder of Nike)","Lisa Su (CEO of AMD)","Richard Branson (Founder of Virgin Group)","Whitney Wolfe Herd (Founder of Bumble)","White / Caucasian","Woman",46,52
0,1,"control","women",1,3,0,"Mary Barra (CEO of General Motors)","Phil Knight (Co-founder of Nike)","Warren Buffett (CEO of Berkshire Hathaway)","Michele Buck (CEO of Hershey)","Daymond John (Founder of FUBU)","Leah Busque (Founder of TaskRabbit)","Kate Johnson (CEO of Lumen Technologies)","White / Caucasian","Woman",54,52
1,1,"treat","women",1,3,0,"Warren Buffett (CEO of Berkshire Hathaway)","Sundar Pichai (CEO of Alphabet Inc.)","Michele Buck (CEO of Hershey)","Lisa Su (CEO of AMD)","Larry Page (Co-founder of Google)","Christine Leahy (CEO of CDW)","Mary Barra (CEO of General Motors)","White / Caucasian","Man",68,52
0,1,"control","women",0,2,0,"Daymond John (Founder of FUBU)","Larry Page (Co-founder of Google)","Warren Buffett (CEO of Berkshire Hathaway)","Phil Knight (Co-founder of Nike)","Jane Fraser (CEO of Citigroup)","Carol Tomé (CEO of UPS)","Tim Cook (CEO of Apple)","White / Caucasian","Man",46,52
0,0,"control","men",1,2,0,"Tim Cook (CEO of Apple)","Mary Barra (CEO of General Motors)","Bill Gates (Co-founder of Microsoft)","Kendra Scott (Founder of Kendra Scott)","Satya Nadella (CEO of Microsoft)","Sundar Pichai (CEO of Alphabet Inc.)","Leah Busque (Founder of TaskRabbit)","Black or African American","Woman",72,52
1,0,"treat","men",0,0,0,"Warren Buffett (CEO of Berkshire Hathaway)","Sundar Pichai (CEO of Alphabet Inc.)","Bill Gates (Co-founder of Microsoft)","Larry Page (Co-founder of Google)","Jensen Huang (CEO of NVIDIA)","Howard Schultz (Founder of Starbucks)","Satya Nadella (CEO of Microsoft)","White / Caucasian","Man",33,52
1,1,"treat","women",1,4,0,"Michele Buck (CEO of Hershey)","Tim Cook (CEO of Apple)","Kendra Scott (Founder of Kendra Scott)","Larry Page (Co-founder of Google)","Jessica Alba (Founder of The Honest Company)","Carol Tomé (CEO of UPS)","Melanie Perkins (Founder of Canva)","White / Caucasian","Woman",22,52
0,1,"control","women",1,3,0,"Melanie Perkins (Founder of Canva)","Warren Buffett (CEO of Berkshire Hathaway)","Whitney Wolfe Herd (Founder of Bumble)","Arianna Huffington (Founder of Thrive Global)","Daymond John (Founder of FUBU)","Sundar Pichai (CEO of Alphabet Inc.)","Linda Yaccarino (CEO of X)","White / Caucasian","Non-binary",41,52
0,0,"control","men",0,2,0,"Bill Gates (Co-founder of Microsoft)","Kendra Scott (Founder of Kendra Scott)","Warren Buffett (CEO of Berkshire Hathaway)","Michael Bloomberg (Co-founder of Bloomberg LP)","Mary Barra (CEO of General Motors)","Lloyd Blankfein (Former CEO of Goldman Sachs)","Andy Jassy (CEO of Amazon)","White / Caucasian","Woman",60,52
1,1,"treat","women",1,5,0,"Melanie Perkins (Founder of Canva)","Whitney Wolfe Herd (Founder of Bumble)","Kendra Scott (Founder of Kendra Scott)","Michele Buck (CEO of Hershey)","Tim Cook (CEO of Apple)","Linda Yaccarino (CEO of X)","Oprah Winfrey (Founder of OWN)","Black or African American","Woman",22,52
1,0,"treat","men",1,2,0,"Richard Branson (Founder of Virgin Group)","Leah Busque (Founder of TaskRabbit)","Daymond John (Founder of FUBU)","Bill Gates (Co-founder of Microsoft)","Whitney Wolfe Herd (Founder of Bumble)","Sundar Pichai (CEO of Alphabet Inc.)","Kendra Scott (Founder of Kendra Scott)","White / Caucasian","Man",35,52
0,1,"control","women",1,5,0,"Carol Tomé (CEO of UPS)","Melanie Perkins (Founder of Canva)","Michele Buck (CEO of Hershey)","Mary Barra (CEO of General Motors)","Sundar Pichai (CEO of Alphabet Inc.)","Kate Johnson (CEO of Lumen Technologies)","Jane Fraser (CEO of Citigroup)","White / Caucasian","Man",42,52
1,1,"treat","women",1,1,0,"Warren Buffett (CEO of Berkshire Hathaway)","Larry Page (Co-founder of Google)","Arianna Huffington (Founder of Thrive Global)","Phil Knight (Co-founder of Nike)","Sundar Pichai (CEO of Alphabet Inc.)","Tim Cook (CEO of Apple)","Jane Fraser (CEO of Citigroup)","White / Caucasian","Woman",55,52
0,0,"control","men",1,2,0,"Warren Buffett (CEO of Berkshire Hathaway)","Mary Barra (CEO of General Motors)","Tim Cook (CEO of Apple)","Kendra Scott (Founder of Kendra Scott)","Howard Schultz (Founder of Starbucks)","Phil Knight (Co-founder of Nike)","Leah Busque (Founder of TaskRabbit)","White / Caucasian","Woman",48,52
