"gender_feedback","budget_shown","year_shown","poli_shown","female_pick","budget_pick","year_pick","poli_pick","gender","base_gender","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","age","gender_code","race_code"
1,1,1,0,0,0,1,0,"Man",1,"The Imitation Game","The Doors","Lincoln","Braveheart","On The Basis of Sex","Oppenheimer","A Beautiful Day in the Neighborhood","White / Caucasian",33,1,1
0,1,1,1,0,0,1,0,"Woman",0,"A Beautiful Mind","Amadeus","The Imitation Game","Chaplin","A Beautiful Day in the Neighborhood","Lincoln","Jobs","White / Caucasian",40,0,1
0,1,1,1,0,1,0,1,"Woman",1,"Jobs","Tolkien","The Aviator","Marie Antoinette","A Beautiful Mind","Hitchcock","Braveheart","White / Caucasian",62,0,1
0,1,1,1,0,0,1,1,"Man",2,"Nixon","Lincoln","The Darkest Hour","W. A Life Misunderstood","The Iron Lady","On The Basis of Sex","J. Edgar","White / Caucasian",70,1,1
0,1,1,1,0,0,0,1,"Woman",1,"Amadeus","The Darkest Hour","Judy","Oppenheimer","Lincoln","The Aviator","W. A Life Misunderstood","Asian / Pacific Islander",52,0,0
0,1,1,1,0,0,1,0,"Man",1,"A Beautiful Mind","The Aviator","On The Basis of Sex","Tolkien","The Darkest Hour","Jobs","The Imitation Game","White / Caucasian",45,1,1
1,1,1,0,0,1,0,1,"Woman",0,"Oppenheimer","Lincoln","Tolkien","A Beautiful Mind","Jobs","Capote","Braveheart","White / Caucasian",43,0,1
0,1,1,1,0,0,0,0,"Woman",0,"Lincoln","A Beautiful Day in the Neighborhood","Capote","Amadeus","Oppenheimer","Tolkien","Chaplin","Black or African American",26,0,0
0,1,1,1,0,1,0,0,"Man",0,"Hitchcock","Chaplin","The Darkest Hour","Lincoln","Capote","Tolkien","The Aviator","White / Caucasian",33,1,1
1,1,1,0,1,0,1,1,"Woman",1,"Tolkien","Jobs","A Beautiful Mind","The Imitation Game","Oppenheimer","On The Basis of Sex","The Iron Lady","White / Caucasian",70,0,1
0,1,1,1,0,0,0,0,"Man",1,"On The Basis of Sex","Jobs","The Imitation Game","The Doors","A Beautiful Day in the Neighborhood","The Aviator","Capote","White / Caucasian",29,1,1
0,1,1,1,0,0,1,0,"Woman",1,"Lincoln","Judy","Tolkien","Amadeus","A Beautiful Day in the Neighborhood","Chaplin","Hitchcock","White / Caucasian",42,0,1
1,0,1,1,0,1,0,0,"Woman",2,"Coco Before Chanel","Jobs","Lincoln","The Iron Lady","J. Edgar","Chaplin","The Aviator","Black or African American",38,0,0
1,1,1,0,1,0,0,0,"Woman",2,"Oppenheimer","On The Basis of Sex","Tolkien","The Imitation Game","Judy","A Beautiful Day in the Neighborhood","Coco Before Chanel","White / Caucasian",58,0,1
0,1,1,1,0,0,0,0,"Woman",0,"Jobs","Tolkien","The Aviator","The Doors","Lincoln","Oppenheimer","Amadeus","White / Caucasian",30,0,1
1,1,1,0,0,1,0,0,"Woman",1,"Oppenheimer","Jobs","Coco Before Chanel","The Darkest Hour","Chaplin","A Beautiful Day in the Neighborhood","The Aviator","White / Caucasian",36,0,1
0,1,1,1,0,1,1,1,"Woman",2,"The Imitation Game","Coco Before Chanel","On The Basis of Sex","Amadeus","Oppenheimer","The Aviator","Lincoln","Black or African American",34,0,0
0,1,1,1,1,0,0,0,"Woman",2,"A Beautiful Day in the Neighborhood","A Beautiful Mind","JFK","Amadeus","On The Basis of Sex","The Iron Lady","Coco Before Chanel","White / Caucasian",65,0,1
1,0,1,1,0,0,1,0,"Woman",1,"A Beautiful Day in the Neighborhood","Jobs","Marie Antoinette","Amadeus","W. A Life Misunderstood","Nixon","Tolkien","White / Caucasian",23,0,1
1,1,0,1,0,0,1,0,"Man",2,"On The Basis of Sex","Judy","Amadeus","Tolkien","Chaplin","Oppenheimer","A Beautiful Day in the Neighborhood","Asian / Pacific Islander",44,1,0
1,1,0,1,0,0,0,0,"Woman",3,"Coco Before Chanel","A Beautiful Day in the Neighborhood","Judy","A Beautiful Mind","Jobs","On The Basis of Sex","Chaplin","Black or African American",55,0,0
1,1,1,0,1,1,0,1,"Man",1,"Jobs","Lincoln","On The Basis of Sex","Braveheart","The Doors","Moneyball","Marie Antoinette","Black or African American",24,1,0
1,1,1,0,1,0,0,0,"Woman",2,"On The Basis of Sex","Tolkien","A Beautiful Day in the Neighborhood","Hitchcock","Marie Antoinette","The Imitation Game","Coco Before Chanel","White / Caucasian",50,0,1
1,1,1,0,0,0,1,1,"Man",1,"Braveheart","Lincoln","Oppenheimer","The Iron Lady","The Darkest Hour","Nixon","J. Edgar","White / Caucasian",42,1,1
1,0,1,1,0,0,0,0,"Woman",0,"Jobs","A Beautiful Mind","Nixon","Hitchcock","The Darkest Hour","The Doors","Amadeus","White / Caucasian",60,0,1
0,1,1,1,0,0,1,1,"Man",1,"The Iron Lady","Lincoln","Nixon","Jobs","The Darkest Hour","Chaplin","J. Edgar","White / Caucasian",62,1,1
1,1,1,0,1,0,0,0,"Woman",0,"Tolkien","Oppenheimer","Jobs","A Beautiful Day in the Neighborhood","Lincoln","Braveheart","Coco Before Chanel","White / Caucasian",33,0,1
0,1,1,1,0,1,0,0,"Woman",2,"Tolkien","Coco Before Chanel","Hitchcock","Jobs","On The Basis of Sex","Chaplin","The Aviator","White / Caucasian",55,0,1
0,1,1,1,0,0,0,0,"Man",0,"Jobs","Braveheart","A Beautiful Mind","Lincoln","A Beautiful Day in the Neighborhood","Hitchcock","Capote","Asian / Pacific Islander",43,1,0
0,1,1,1,0,0,1,1,"Woman",2,"Hitchcock","Coco Before Chanel","Lincoln","Capote","Marie Antoinette","J. Edgar","The Darkest Hour","White / Caucasian",23,0,1
1,1,1,0,1,0,1,1,"Woman",2,"Nixon","On The Basis of Sex","Lincoln","Marie Antoinette","W. A Life Misunderstood","Jobs","The Iron Lady","White / Caucasian",59,0,1
0,1,1,1,0,0,1,0,"Man",0,"Tolkien","Oppenheimer","The Doors","Braveheart","J. Edgar","Chaplin","A Beautiful Day in the Neighborhood","White / Caucasian",34,1,1
1,1,1,0,0,1,0,0,"Man",1,"JFK","On The Basis of Sex","The Imitation Game","A Beautiful Day in the Neighborhood","Jobs","Chaplin","A Beautiful Mind","White / Caucasian",41,1,1
0,1,1,1,0,0,1,0,"Man",0,"Braveheart","Moneyball","A Beautiful Day in the Neighborhood","J. Edgar","A Beautiful Mind","The Darkest Hour","Tolkien","White / Caucasian",46,1,1
0,1,1,1,0,0,0,0,"Man",1,"The Aviator","Jobs","Oppenheimer","Hitchcock","On The Basis of Sex","W. A Life Misunderstood","The Doors","White / Caucasian",62,1,1
0,1,1,1,0,0,1,0,"Woman",1,"Oppenheimer","The Darkest Hour","Lincoln","The Aviator","J. Edgar","The Iron Lady","Tolkien","Hispanic / Latinx",25,0,0
0,1,1,1,0,0,0,0,"Man",1,"On The Basis of Sex","Oppenheimer","Nixon","Lincoln","Chaplin","Braveheart","Amadeus","Asian / Pacific Islander",60,1,0
1,1,1,0,1,1,0,1,"Man",1,"Chaplin","A Beautiful Mind","The Darkest Hour","The Iron Lady","The Doors","The Imitation Game","Marie Antoinette","White / Caucasian",49,1,1
0,1,1,1,0,0,1,0,"Man",2,"Lincoln","On The Basis of Sex","The Doors","Oppenheimer","Moneyball","Judy","Hitchcock","White / Caucasian",51,1,1
0,1,1,1,0,1,1,0,"Woman",3,"The Iron Lady","The Imitation Game","Lincoln","A Beautiful Mind","Marie Antoinette","On The Basis of Sex","Oppenheimer","Black or African American",49,0,0
1,1,0,1,0,1,0,0,"Woman",2,"Lincoln","Hitchcock","Capote","Marie Antoinette","A Beautiful Day in the Neighborhood","On The Basis of Sex","A Beautiful Mind","White / Caucasian",62,0,1
1,0,1,1,0,0,1,0,"Woman",3,"A Beautiful Day in the Neighborhood","On The Basis of Sex","Lincoln","Oppenheimer","Marie Antoinette","Coco Before Chanel","Tolkien","White / Caucasian",44,0,1
1,1,1,0,0,1,0,1,"Man",1,"The Darkest Hour","On The Basis of Sex","Lincoln","Jobs","Oppenheimer","A Beautiful Day in the Neighborhood","Braveheart","White / Caucasian",42,1,1
0,1,1,1,0,0,1,0,"Woman",4,"The Iron Lady","The Doors","On The Basis of Sex","Judy","Coco Before Chanel","JFK","Tolkien","White / Caucasian",32,0,1
1,1,1,0,1,0,1,1,"Man",0,"A Beautiful Mind","Jobs","Capote","The Imitation Game","Oppenheimer","The Aviator","The Iron Lady","White / Caucasian",40,1,1
0,1,1,1,0,1,0,0,"Woman",2,"Chaplin","Marie Antoinette","Judy","JFK","Oppenheimer","J. Edgar","The Aviator","White / Caucasian",67,0,1
1,1,0,1,0,0,0,1,"Woman",1,"Judy","J. Edgar","Oppenheimer","Braveheart","Moneyball","Hitchcock","W. A Life Misunderstood","Black or African American",61,0,0
0,1,1,1,0,1,1,0,"Woman",1,"Hitchcock","The Aviator","Marie Antoinette","Braveheart","Tolkien","The Imitation Game","Oppenheimer","White / Caucasian",55,0,1
0,1,1,1,0,1,1,1,"Woman",1,"A Beautiful Day in the Neighborhood","The Iron Lady","The Darkest Hour","The Imitation Game","Jobs","The Doors","Lincoln","White / Caucasian",52,0,1
0,1,1,1,0,1,0,0,"Man",2,"Tolkien","Braveheart","Judy","Jobs","The Doors","Marie Antoinette","A Beautiful Mind","White / Caucasian",47,1,1
1,1,1,0,0,1,1,0,"Man",0,"The Aviator","Chaplin","Nixon","Amadeus","Hitchcock","Jobs","Oppenheimer","White / Caucasian",52,1,1
0,1,1,1,0,0,1,0,"Woman",0,"The Doors","Moneyball","The Aviator","Braveheart","A Beautiful Mind","Chaplin","Jobs","White / Caucasian",58,0,1
1,1,1,0,1,1,0,1,"Woman",0,"Lincoln","A Beautiful Day in the Neighborhood","Oppenheimer","The Imitation Game","The Aviator","A Beautiful Mind","Marie Antoinette","White / Caucasian",63,0,1
1,0,1,1,0,0,0,0,"Man",1,"Oppenheimer","Chaplin","Lincoln","The Iron Lady","The Darkest Hour","Hitchcock","Amadeus","Hispanic / Latinx",68,1,0
0,1,1,1,1,0,1,1,"Man",2,"Jobs","W. A Life Misunderstood","Judy","On The Basis of Sex","Nixon","Hitchcock","The Iron Lady","White / Caucasian",58,1,1
1,1,1,0,1,0,1,1,"Man",0,"Lincoln","Oppenheimer","The Darkest Hour","Braveheart","A Beautiful Mind","Amadeus","The Iron Lady","Asian / Pacific Islander",32,1,0
0,1,1,1,0,1,1,0,"Man",0,"A Beautiful Day in the Neighborhood","The Imitation Game","Lincoln","Jobs","Moneyball","A Beautiful Mind","Oppenheimer","White / Caucasian",38,1,1
0,1,1,1,0,0,1,0,"Woman",2,"Capote","A Beautiful Day in the Neighborhood","Coco Before Chanel","On The Basis of Sex","A Beautiful Mind","Jobs","Hitchcock","White / Caucasian",48,0,1
1,1,1,0,1,0,1,0,"Woman",2,"On The Basis of Sex","Moneyball","Amadeus","The Aviator","Marie Antoinette","The Imitation Game","Judy","Black or African American",41,0,0
1,0,1,1,0,0,0,1,"Man",1,"Lincoln","Coco Before Chanel","The Doors","The Darkest Hour","The Imitation Game","Chaplin","Nixon","White / Caucasian",24,1,1
1,1,1,0,0,0,1,0,"Woman",0,"Amadeus","Tolkien","Lincoln","A Beautiful Day in the Neighborhood","The Darkest Hour","The Doors","Jobs","White / Caucasian",58,0,1
1,1,1,0,1,0,1,1,"Man",1,"Judy","Oppenheimer","The Doors","Capote","Jobs","Lincoln","On The Basis of Sex","White / Caucasian",67,1,1
0,1,1,1,0,1,1,1,"Woman",2,"Coco Before Chanel","On The Basis of Sex","Capote","The Doors","Oppenheimer","J. Edgar","Lincoln","White / Caucasian",67,0,1
1,0,1,1,0,0,0,0,"Man",0,"Moneyball","Oppenheimer","J. Edgar","The Aviator","The Imitation Game","Braveheart","The Doors","White / Caucasian",38,1,1
1,1,1,0,1,0,1,1,"Woman",2,"A Beautiful Day in the Neighborhood","Braveheart","Oppenheimer","Judy","Marie Antoinette","Chaplin","The Iron Lady","White / Caucasian",51,0,1
0,1,1,1,1,0,1,1,"Woman",1,"The Darkest Hour","Braveheart","Jobs","Coco Before Chanel","Capote","A Beautiful Day in the Neighborhood","On The Basis of Sex","White / Caucasian",37,0,1
0,1,1,1,1,0,1,0,"Woman",1,"A Beautiful Day in the Neighborhood","Tolkien","The Darkest Hour","Amadeus","On The Basis of Sex","Jobs","Judy","White / Caucasian",44,0,1
0,1,1,1,0,1,0,0,"Man",0,"Braveheart","Jobs","A Beautiful Day in the Neighborhood","Lincoln","The Darkest Hour","Oppenheimer","The Aviator","Hispanic / Latinx",31,1,0
0,1,1,1,0,1,0,1,"Man",0,"The Doors","Moneyball","Oppenheimer","Chaplin","Lincoln","Jobs","JFK","White / Caucasian",41,1,1
1,1,1,0,0,1,0,0,"Woman",2,"Oppenheimer","Jobs","Judy","A Beautiful Day in the Neighborhood","Marie Antoinette","The Doors","A Beautiful Mind","White / Caucasian",28,0,1
1,1,1,0,1,0,1,1,"Man",1,"A Beautiful Day in the Neighborhood","The Imitation Game","Jobs","A Beautiful Mind","Oppenheimer","Coco Before Chanel","The Iron Lady","White / Caucasian",68,1,1
1,1,0,1,1,0,1,1,"Man",0,"Nixon","W. A Life Misunderstood","Jobs","Lincoln","Chaplin","Oppenheimer","On The Basis of Sex","White / Caucasian",42,1,1
1,1,1,0,0,1,1,0,"Woman",1,"The Doors","Capote","Hitchcock","Jobs","The Darkest Hour","Coco Before Chanel","Oppenheimer","White / Caucasian",39,0,1
0,1,1,1,1,0,1,1,"Woman",1,"Coco Before Chanel","Tolkien","Oppenheimer","Hitchcock","Amadeus","Capote","The Iron Lady","White / Caucasian",38,0,1
0,1,1,1,0,1,0,1,"Woman",1,"Lincoln","A Beautiful Day in the Neighborhood","The Imitation Game","Oppenheimer","Judy","The Aviator","Braveheart","White / Caucasian",38,0,1
0,1,1,1,0,1,0,0,"Man",1,"Braveheart","A Beautiful Day in the Neighborhood","The Doors","JFK","Oppenheimer","The Iron Lady","A Beautiful Mind","White / Caucasian",58,1,1
1,0,1,1,0,0,1,0,"Man",1,"Braveheart","Amadeus","A Beautiful Day in the Neighborhood","Chaplin","Judy","Lincoln","Tolkien","White / Caucasian",38,1,1
1,0,1,1,1,0,1,1,"Man",1,"Braveheart","Tolkien","Oppenheimer","The Iron Lady","A Beautiful Day in the Neighborhood","The Darkest Hour","On The Basis of Sex","White / Caucasian",29,1,1
1,1,1,0,1,0,0,0,"Woman",0,"Lincoln","A Beautiful Mind","Jobs","The Darkest Hour","Amadeus","W. A Life Misunderstood","Coco Before Chanel","White / Caucasian",53,0,1
0,1,1,1,0,0,1,1,"Woman",3,"Marie Antoinette","Nixon","W. A Life Misunderstood","Coco Before Chanel","Jobs","Judy","The Darkest Hour","White / Caucasian",35,0,1
1,1,1,0,0,0,0,0,"Woman",1,"Tolkien","Jobs","Marie Antoinette","A Beautiful Mind","Oppenheimer","A Beautiful Day in the Neighborhood","Chaplin","Black or African American",22,0,0
1,0,1,1,0,0,0,0,"Man",0,"Nixon","Hitchcock","Oppenheimer","The Doors","W. A Life Misunderstood","JFK","Chaplin","White / Caucasian",40,1,1
0,1,1,1,0,0,1,0,"Woman",3,"On The Basis of Sex","Judy","Marie Antoinette","Capote","A Beautiful Day in the Neighborhood","Amadeus","Jobs","Black or African American",34,0,0
1,1,1,0,0,1,0,1,"Man",1,"On The Basis of Sex","A Beautiful Mind","Lincoln","A Beautiful Day in the Neighborhood","Amadeus","The Imitation Game","JFK","Hispanic / Latinx",44,1,0
0,1,1,1,0,0,0,0,"Man",0,"Amadeus","Lincoln","Braveheart","Oppenheimer","The Aviator","The Darkest Hour","Chaplin","White / Caucasian",30,1,1
0,1,1,1,0,1,1,1,"Man",0,"J. Edgar","Jobs","Oppenheimer","The Imitation Game","A Beautiful Day in the Neighborhood","The Aviator","Lincoln","White / Caucasian",63,1,1
1,1,0,1,0,0,0,0,"Woman",1,"Tolkien","A Beautiful Day in the Neighborhood","Judy","Chaplin","Oppenheimer","The Aviator","The Doors","Black or African American",39,0,0
0,1,1,1,1,0,1,1,"Man",1,"Judy","Oppenheimer","Chaplin","Hitchcock","J. Edgar","Jobs","The Iron Lady","White / Caucasian",30,1,1
1,0,1,1,0,0,0,0,"Woman",2,"Oppenheimer","The Darkest Hour","The Imitation Game","Tolkien","The Iron Lady","Marie Antoinette","Amadeus","White / Caucasian",34,0,1
1,0,1,1,0,0,0,0,"Man",2,"Tolkien","On The Basis of Sex","J. Edgar","A Beautiful Day in the Neighborhood","Marie Antoinette","Capote","The Doors","White / Caucasian",41,1,1
0,1,1,1,1,0,1,1,"Woman",0,"Jobs","J. Edgar","Oppenheimer","Moneyball","W. A Life Misunderstood","The Doors","On The Basis of Sex","Hispanic / Latinx",39,0,0
0,1,1,1,0,1,0,0,"Man",1,"Judy","Hitchcock","Capote","Oppenheimer","Jobs","The Doors","The Aviator","White / Caucasian",57,1,1
1,0,1,1,1,0,1,1,"Woman",0,"A Beautiful Day in the Neighborhood","Nixon","Chaplin","Hitchcock","The Doors","Jobs","The Iron Lady","White / Caucasian",63,0,1
1,0,1,1,0,1,1,0,"Man",4,"Judy","W. A Life Misunderstood","The Iron Lady","Chaplin","Marie Antoinette","Coco Before Chanel","Oppenheimer","Black or African American",28,1,0
